Iteration	SimID	Obj	Parmaters
2	14	0.771173653812	@[0.185, 0.10833333333333334, 0.8416666666666667, 1.1979166666666667, 0.0325, 0.012916666666666667, 0.8291666666666667, 1.8625000000000003, 0.05520833333333334, 0.1, 0.0094375, 0.009062500000000001]
2	9	0.703337761672	@[0.17666666666666667, 0.13125, 0.8250000000000001, 1.9083333333333332, 0.021, 0.013541666666666667, 0.8916666666666667, 0.9916666666666667, 0.09062500000000001, 0.09625, 0.009000000000000001, 0.0079375]
2	6	0.722039766229	@[0.1716666666666667, 0.12395833333333334, 0.8333333333333334, 0.9916666666666667, 0.0285, 0.0175, 0.8375, 1.24375, 0.07916666666666668, 0.083125, 0.008937500000000001, 0.0075]
3	20	0.677820087771	@[0.14139642126242336, 0.11068671235345896, 0.8512325439976239, 1.1325926667573767, 0.03717164957660184, 0.012584127755550019, 0.9025132724072955, 1.6391996034946539, 0.09315129763957342, 0.08763280381424145, 0.00831012440328081, 0.008050618122284407]
3	7	0.649345081427	@[0.1217561315890882, 0.1151367089780966, 0.9481643477112162, 1.2139212709758105, 0.03839360249292638, 0.010406195086898048, 0.89883770165586, 1.201532404587406, 0.09699793325572366, 0.09140482303366558, 0.007517093561187995, 0.007598818365856528]
3	8	0.618715715681	@[0.13070173879622574, 0.10031601221498088, 0.9529824675654427, 1.754752393986219, 0.03080460558969322, 0.014299276339545973, 0.8090413460524762, 1.160889794244482, 0.09942348329519025, 0.09557469422113507, 0.0072587876230814285, 0.007029885147530012]
3	5	0.621497075646	@[0.1223847645545675, 0.11261574479030166, 0.948381939706725, 0.953225500691727, 0.03981530385341261, 0.018724448222451794, 0.8783473665759797, 1.1620390786352606, 0.09471804904905891, 0.09514634911848893, 0.007423985577659314, 0.007131773207194611]
3	16	0.626350371474	@[0.14176062416793148, 0.11998390345041993, 0.8547850776726439, 1.5492018911392564, 0.039727103660325835, 0.014750522632132375, 0.8208603604229351, 1.2300263504055027, 0.09539786679286327, 0.0966263304489779, 0.007595922100101903, 0.00702173307277994]
3	6	0.621364667173	@[0.1407631465023553, 0.10389614816375325, 0.9295489419700144, 1.183139482935324, 0.03069252948248622, 0.017375261116152278, 0.883706349389142, 1.1424443444776216, 0.09430500422119195, 0.0987530673752487, 0.00722149710319025, 0.007261920922872106]
3	10	0.621629259013	@[0.13424466493088266, 0.10862846892089452, 0.9164722116097672, 1.4159407012673388, 0.03918469800286576, 0.01934564358037063, 0.8354928851156329, 1.115218146154443, 0.0930411974537329, 0.09398436574343455, 0.007267672850217699, 0.007937256937509421]
3	15	0.614665785523	@[0.13955506664501097, 0.11387211315407501, 0.9155556202129332, 1.4912866801785425, 0.039929276909001735, 0.014543928733702392, 0.8248482451908897, 0.9363172548612556, 0.09263715311588794, 0.09989518826334627, 0.0071413693508599625, 0.007609680420634971]
3	4	0.638046998079	@[0.12048968717078466, 0.11499277000525493, 0.9506265544436858, 1.4072047695802896, 0.03962885166587209, 0.014090887418403943, 0.8306034180373201, 1.191515163536784, 0.08987034778072635, 0.09733038596350993, 0.0073655318816562764, 0.008511223626763674]
3	3	0.648647909593	@[0.15634300944755722, 0.10286640345438393, 0.8680689927471309, 1.4570244787743132, 0.0386080868251582, 0.01772485888730073, 0.9409073975811999, 1.8457277765762559, 0.08790437148133928, 0.09869002489468355, 0.007629301799864717, 0.007440216153253365]
3	14	0.652559913764	@[0.1407553648041721, 0.10241034523535146, 0.8677531560076864, 1.1794009597525015, 0.03582813527632511, 0.013640819863893656, 0.9208989784734207, 1.2296188956641805, 0.0930162519233128, 0.08534322912285008, 0.007504638906280203, 0.007026689562422083]
3	2	0.637347121398	@[0.12980603502357532, 0.10667414703050011, 0.9332728577908308, 1.2243738295328366, 0.03994466850729566, 0.01473752506550862, 0.8712672396243779, 1.2687687174455404, 0.0942934900931035, 0.08722987502335905, 0.00730629691072854, 0.007250069215251055]
3	17	0.638698415065	@[0.13545823192699277, 0.10052631281275903, 0.8138884871593131, 1.3392144912361257, 0.03150521732893001, 0.012288677384287145, 0.8248349124360695, 1.24560627542137, 0.09872721142615598, 0.09606341564895744, 0.00783537525254258, 0.007839066806932976]
3	21	0.626851191287	@[0.1394207180030383, 0.12020607458723187, 0.9135050640550488, 1.2584122377001936, 0.03757389515848057, 0.015943576842224774, 0.9561889959509974, 1.3695201854870875, 0.09528064113713233, 0.0993234538169173, 0.007290331234329134, 0.00790692354882816]
3	23	0.641078189549	@[0.12666708288982334, 0.11407109830489004, 0.9578095190564514, 1.1913858849906183, 0.03935307566476133, 0.010159079899811782, 0.8910348378476906, 1.1471246650922244, 0.09715712929493532, 0.09186999425545694, 0.00736541255561271, 0.007536403288990569]
3	22	0.636824832595	@[0.15626270118388214, 0.10311718824213661, 0.9362162897427451, 1.0880070268419926, 0.03927838440906048, 0.01636177943299245, 0.8746890994120466, 1.2650323196096604, 0.08893034074164627, 0.09448618024524247, 0.007399812154115606, 0.007321652388484825]
3	11	0.648862360576	@[0.12239353777458109, 0.10484519806506658, 0.9298583803193394, 1.2220598721741187, 0.0367056332388375, 0.014528694861906081, 0.9061716872533864, 1.1136935941677752, 0.09649738282223583, 0.08833804506623909, 0.007215940520455922, 0.00804769923483715]
3	13	0.647844296461	@[0.15405145732054798, 0.11173578694358503, 0.9758652230343002, 1.4880614038750455, 0.03934844385783356, 0.015274027262736304, 0.8149362222790668, 0.9134739355276518, 0.09688995130840834, 0.08732961292113742, 0.007103744365906458, 0.007752438510977231]
3	18	0.625665123896	@[0.14659561368267932, 0.11663725131174943, 0.8974370347746161, 1.3066905784857306, 0.034095034236906206, 0.014223921911946066, 0.8510932384654284, 1.2483254869713247, 0.09847328111108572, 0.09361349872770854, 0.00728744802692662, 0.007207595156195451]
3	19	0.631569833208	@[0.13481975478212968, 0.11220129015400852, 0.960241226053807, 1.1798699585372951, 0.0347425233030761, 0.012972638670462083, 0.9106097381839964, 1.1285940745464114, 0.09144451040722808, 0.09511967852746607, 0.007186389106309385, 0.007150185525054946]
3	9	0.610146028527	@[0.13217732982354732, 0.1168299632399503, 0.833797105568817, 1.546115056528457, 0.03936627270273433, 0.01543228517773727, 0.9085734867615115, 0.9939984194924328, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.007473464508865684]
3	1	0.645172351331	@[0.14296136965331285, 0.1129576958528605, 0.9282161831581583, 1.6213023439907814, 0.03432548538164338, 0.015582087336872628, 0.8060223679915206, 0.9629506275332411, 0.09973297654411334, 0.09533262303524073, 0.007818046559091586, 0.007017386025848529]
3	12	0.710378162175	@[0.1490101274773752, 0.1105731387845291, 0.9572678832272945, 1.0831236041747456, 0.033306240953532365, 0.01352595470942087, 0.894857229882544, 0.9729556461080286, 0.09879810644461644, 0.08188733369606345, 0.007964452203262059, 0.007776379426670892]
3	0	0.676367008364	@[0.13361702840907133, 0.11609471973192835, 0.8620747864408923, 0.9095497358787412, 0.032015032057851334, 0.015524913343060427, 0.8945430760434333, 1.0002069283477042, 0.08630527748675577, 0.08496051793063884, 0.007404329867763642, 0.008075739010391748]
4	7	0.608011830148	@[0.13217732982354732, 0.10681576847298405, 0.833268174106779, 1.546115056528457, 0.03936627270273433, 0.01543228517773727, 0.8576232669267062, 0.9939984194924328, 0.08702868995970361, 0.09987886480853336, 0.007115928324280754, 0.00726021778427449]
4	23	0.619957112023	@[0.1611227507702033, 0.1168299632399503, 0.833797105568817, 1.546115056528457, 0.03936627270273433, 0.019013868911152008, 0.9335263955580594, 0.9939984194924328, 0.09664583695535617, 0.09872295295144991, 0.007141447769833048, 0.007864250507616828]
4	1	0.619374196068	@[0.14854843440625098, 0.11988218698346004, 0.8476958098791975, 1.546115056528457, 0.035911085919459844, 0.01632711453681581, 0.8059960841388457, 1.0804676771823867, 0.09117957218336363, 0.09987886480853336, 0.007379787945779778, 0.007473464508865684]
4	8	0.631239314861	@[0.13217732982354732, 0.1168299632399503, 0.8945897380386274, 1.6903673752747521, 0.03936627270273433, 0.01543228517773727, 0.9085734867615115, 1.3574563285718266, 0.08749876671184005, 0.09987886480853336, 0.007379787945779778, 0.007473464508865684]
4	20	0.607775786039	@[0.13217732982354732, 0.1168299632399503, 0.833797105568817, 1.546115056528457, 0.03971293349069862, 0.01543228517773727, 0.9085734867615115, 1.4646692577180147, 0.09963429756576825, 0.09987886480853336, 0.007191834605493771, 0.007760645742549339]
4	17	0.615629497749	@[0.13279797078109862, 0.1168299632399503, 0.833797105568817, 1.376103342432391, 0.03936627270273433, 0.016532431502920494, 0.9085734867615115, 1.3302295667049973, 0.09963429756576825, 0.0945669240213664, 0.007379787945779778, 0.007473464508865684]
4	18	0.615824077695	@[0.1488161645092996, 0.12692005204638995, 0.833797105568817, 1.6473243682427074, 0.03936627270273433, 0.015038942894971478, 0.8676935914098718, 0.9939984194924328, 0.09963429756576825, 0.09987886480853336, 0.007303344366824445, 0.007734571616431803]
4	2	0.606403912621	@[0.13217732982354732, 0.10445112339857525, 0.8260686256555353, 1.546115056528457, 0.03936627270273433, 0.018003998028345743, 0.8638608126055621, 0.9290378476516308, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
4	16	0.622779604783	@[0.13841449413812018, 0.1168299632399503, 0.8347792627140312, 1.546115056528457, 0.03858988642483634, 0.01543228517773727, 0.9731440910115796, 1.2862413120896885, 0.09874256236217945, 0.09987886480853336, 0.007379787945779778, 0.007473464508865684]
4	10	0.614097942844	@[0.13217732982354732, 0.1168299632399503, 0.8869451142550122, 1.546115056528457, 0.03936627270273433, 0.01832448871428364, 0.8203032747511878, 0.9939984194924328, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.007282506018031854]
4	21	0.617002638337	@[0.12637853061318066, 0.1168299632399503, 0.8305597963171776, 1.2047478385688128, 0.03936627270273433, 0.016382403161176937, 0.8844813148858139, 1.3526770140284035, 0.09963429756576825, 0.09987886480853336, 0.007516757679807851, 0.008854026535124486]
4	19	0.61678252841	@[0.15534591407487067, 0.1168299632399503, 0.833797105568817, 1.546115056528457, 0.03861228099493246, 0.01543228517773727, 0.8562685573078591, 0.9939984194924328, 0.09519974690677836, 0.09987886480853336, 0.0072570486425787, 0.007987563634111605]
4	9	0.609718819608	@[0.13217732982354732, 0.11222445724081212, 0.833797105568817, 1.3633239623991282, 0.0390666905954337, 0.012315870309542837, 0.8254843678543989, 0.9080938181869062, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.007473464508865684]
4	0	0.622551231115	@[0.1512232661804534, 0.11658481836815102, 0.833797105568817, 1.730167352573075, 0.03936627270273433, 0.01543228517773727, 0.9185396814573495, 0.9466237833650906, 0.09963429756576825, 0.09701077778346692, 0.007379787945779778, 0.007473464508865684]
4	14	0.608424153925	@[0.1292169889980303, 0.11048432091207319, 0.833797105568817, 1.45248119364323, 0.03936627270273433, 0.0182473028727348, 0.9085734867615115, 1.104352001901824, 0.0961435900841717, 0.09987886480853336, 0.0072095210053495845, 0.007163891893262185]
4	13	0.619490086145	@[0.14595309523455946, 0.1168299632399503, 0.8172120596037633, 1.7371416973848455, 0.03936627270273433, 0.016414193595273605, 0.9085734867615115, 1.0974941811915102, 0.09963429756576825, 0.09727247234623167, 0.007379787945779778, 0.007473464508865684]
4	12	0.632508010523	@[0.13217732982354732, 0.11102416923042645, 0.801549043308726, 1.1276737910534123, 0.03793534656773517, 0.01543228517773727, 0.8229710173242265, 0.9939984194924328, 0.09693874775589288, 0.09993765148514307, 0.008118751692299506, 0.007028527872122157]
4	5	0.615931626518	@[0.13753331007261838, 0.1168299632399503, 0.833797105568817, 1.4289287420119492, 0.03936627270273433, 0.01543228517773727, 0.9085734867615115, 1.2004652717398347, 0.0993628041342945, 0.09987886480853336, 0.007379787945779778, 0.00740983951024981]
4	11	0.609314103865	@[0.13217732982354732, 0.12433834688937227, 0.833797105568817, 1.546115056528457, 0.03346725059126652, 0.018835187131586335, 0.8259101931928698, 0.9432549933674326, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.008070063660982637]
4	4	0.62081962223	@[0.13217732982354732, 0.11073345398700495, 0.81703141951833, 1.7919342304051755, 0.039896847814722185, 0.01623277162988381, 0.9085734867615115, 1.241853384826834, 0.09963429756576825, 0.09987886480853336, 0.0076243907663911615, 0.007059132037058064]
4	3	0.625097303922	@[0.16407157418121063, 0.1168299632399503, 0.8327097988889781, 1.546115056528457, 0.03936627270273433, 0.019956565168551467, 0.8917671193387148, 0.9939984194924328, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.007631656188565342]
4	22	0.618102922168	@[0.14904973352926384, 0.1168299632399503, 0.833797105568817, 1.4796184560277101, 0.03936627270273433, 0.018336527524740565, 0.9009558849129317, 0.9939984194924328, 0.09963429756576825, 0.09987886480853336, 0.007379787945779778, 0.008120250833295154]
4	15	0.666278175954	@[0.13010862401101392, 0.11950748598549331, 0.833797105568817, 1.546115056528457, 0.03936627270273433, 0.017064429596876738, 0.8362849234499651, 0.9685430786731868, 0.094011081633505, 0.09522470943417913, 0.007224077858138207, 0.007473464508865684]
4	6	0.608750505289	@[0.13482541724734415, 0.1168299632399503, 0.833797105568817, 1.4413179998273025, 0.03990915718360846, 0.016928405898893974, 0.9085734867615115, 0.9939984194924328, 0.09963429756576825, 0.09712386157446994, 0.007172333362923296, 0.007473464508865684]
5	23	0.608483000211	@[0.14211631707113637, 0.10445112339857525, 0.8110887571276455, 1.5429961019978211, 0.03025117886369571, 0.018475603225460647, 0.8638608126055621, 1.245225925313065, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007255925612848262]
5	11	0.607583285646	@[0.12881203416305956, 0.10445112339857525, 0.8260686256555353, 1.546115056528457, 0.030431132947559898, 0.018191594431637658, 0.9475783924980288, 0.9290378476516308, 0.09963429756576825, 0.09831497776831304, 0.007158479041588863, 0.007473464508865684]
5	4	0.699599054774	@[0.13217732982354732, 0.10445112339857525, 0.8181457371400453, 1.0136342806328626, 0.03936627270273433, 0.018003998028345743, 0.8638608126055621, 0.9290378476516308, 0.09963429756576825, 0.09831497776831304, 0.007165019342721586, 0.007473464508865684]
5	10	0.619781344588	@[0.13217732982354732, 0.10445112339857525, 0.8033582567997736, 1.4521405462355614, 0.02927951430325606, 0.017697449118482353, 0.8638608126055621, 0.9290378476516308, 0.09990251269414831, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
5	2	0.593909653328	@[0.12576674620682302, 0.1115142942741168, 0.8260686256555353, 1.6440103291071853, 0.03936627270273433, 0.01758583871835727, 0.8638608126055621, 1.1523998761055982, 0.09963429756576825, 0.09831497776831304, 0.007042001224328404, 0.008056503593447194]
5	19	0.627089592757	@[0.14266823725246017, 0.1027482792294893, 0.8980305398672366, 1.546115056528457, 0.03936627270273433, 0.018003998028345743, 0.8417986609238614, 1.0425073399665972, 0.09251680759420386, 0.09831497776831304, 0.0072719416148644255, 0.009051452208166067]
5	22	0.607626234766	@[0.13217732982354732, 0.10445112339857525, 0.8504718966952516, 1.546115056528457, 0.03502468395951737, 0.01886087960501198, 0.8238582026648206, 1.3785758959414312, 0.09963429756576825, 0.09661635755789655, 0.007254507068054028, 0.00810963093329436]
5	6	0.611899177104	@[0.13217732982354732, 0.10445112339857525, 0.8260686256555353, 1.4945191977288483, 0.02817215028252577, 0.018003998028345743, 0.9340863611404072, 0.9290378476516308, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007909573427447553]
5	14	0.600980018891	@[0.1286302398188875, 0.10445112339857525, 0.8260686256555353, 1.546115056528457, 0.03816632523869947, 0.018003998028345743, 0.8638608126055621, 1.2968311191569122, 0.09979179200627085, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
5	9	0.608007628329	@[0.13217732982354732, 0.10445112339857525, 0.8260686256555353, 1.6707781115160787, 0.03936627270273433, 0.018003998028345743, 0.8638608126055621, 1.4736591686859541, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
5	16	0.601145678532	@[0.13217732982354732, 0.10061976180435483, 0.8260686256555353, 1.8355816056610832, 0.0356487220169391, 0.01749403862143286, 0.8188649833732914, 0.9290378476516308, 0.09963429756576825, 0.09831497776831304, 0.007177753695969671, 0.007294846573443514]
5	17	0.612583448154	@[0.14696073779351362, 0.10445112339857525, 0.8062879609239698, 1.88328753194258, 0.03936627270273433, 0.018003998028345743, 0.8843601937023627, 1.136473386076382, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007995012663975246]
5	5	0.607665248649	@[0.13217732982354732, 0.10445112339857525, 0.8260686256555353, 1.496123142047142, 0.03936627270273433, 0.016579212905273477, 0.8638608126055621, 1.3678536100028114, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
5	8	0.618798111749	@[0.1440766672331655, 0.1069347455441672, 0.8260686256555353, 1.7946348155286207, 0.03936627270273433, 0.018003998028345743, 0.8638608126055621, 1.4107474221899245, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007030873394455446]
5	12	0.609768578038	@[0.13217732982354732, 0.10445112339857525, 0.8260686256555353, 1.697049857448271, 0.03355598304826377, 0.018003998028345743, 0.9184479647619821, 1.6316330659889546, 0.09963429756576825, 0.09831497776831304, 0.007245066694581498, 0.007473464508865684]
5	7	0.615388375165	@[0.12267210825077923, 0.1013936883250239, 0.8260686256555353, 1.546115056528457, 0.03324325054374464, 0.018003998028345743, 0.8044639429327545, 0.9146060625373064, 0.09963429756576825, 0.09831497776831304, 0.007398465411001922, 0.008348257644663482]
