Iteration	SimID	Obj	Parmaters
1	6	1.01797772464	@[0.575, 0.21250000000000002, 0.7, 0.004791666666666667, 0.002708333333333333, 0.03125, 0.0015, 0.001875, 0.02291666666666667]
1	9	-0.47017104487	@[0.8124999999999999, 0.55, 0.36250000000000004, 0.00020833333333333332, 0.00020833333333333332, 0.0020833333333333333, 0.0016250000000000001, 0.0015833333333333333, 0.021666666666666667]
1	2	-1.00300831269	@[0.2583333333333333, 0.85, 0.8875, 0.002708333333333333, 0.004166666666666667, 0.04583333333333334, 0.0017916666666666667, 0.0015416666666666667, 0.025833333333333333]
1	20	2.77020310242	@[1.6833333333333333, 0.4375, 0.85, 0.0014583333333333334, 0.004583333333333333, 0.02916666666666667, 0.0019583333333333336, 0.0010416666666666667, 0.025416666666666664]
1	17	1.0585350328	@[1.4458333333333335, 0.8875, 0.7375, 0.003333333333333333, 0.00041666666666666664, 0.03958333333333333, 0.0017083333333333334, 0.0017916666666666667, 0.023333333333333334]
1	13	1.10041350051	@[1.1291666666666667, 0.175, 1.0, 0.003125, 0.002916666666666667, 0.037500000000000006, 0.0011666666666666668, 0.0012083333333333334, 0.029583333333333333]
1	18	1.27573425988	@[1.525, 1.0, 0.9625, 0.003541666666666667, 0.004375, 0.016666666666666666, 0.0014583333333333334, 0.0019166666666666668, 0.0225]
1	14	-0.609056671836	@[1.2875, 0.325, 0.5875, 0.004375, 0.0016666666666666666, 0.008333333333333333, 0.0011250000000000001, 0.0017083333333333334, 0.02375]
1	16	-0.958954232225	@[1.3666666666666667, 0.5875, 0.775, 0.005, 0.005, 0.05, 0.0014166666666666668, 0.0014583333333333334, 0.028749999999999998]
1	8	0.466669295709	@[0.7333333333333333, 0.25, 0.4, 0.001875, 0.004791666666666667, 0.0125, 0.0013333333333333333, 0.00125, 0.027083333333333334]
1	1	2.7285155204	@[0.17916666666666667, 0.6625, 0.325, 0.000625, 0.0014583333333333334, 0.04166666666666667, 0.0018333333333333335, 0.0019583333333333336, 0.024166666666666666]
1	10	-0.76067066821	@[0.8916666666666666, 0.8125, 0.55, 0.0008333333333333333, 0.003541666666666667, 0.043750000000000004, 0.0019166666666666668, 0.0013333333333333333, 0.026666666666666665]
1	12	0.963902119556	@[1.05, 0.9625, 0.1375, 0.0020833333333333333, 0.0022916666666666667, 0.014583333333333335, 0.001875, 0.0018333333333333335, 0.020833333333333332]
1	15	-0.0540427814901	@[1.2083333333333335, 0.4, 0.475, 0.004166666666666667, 0.001875, 0.004166666666666667, 0.0010416666666666667, 0.0012916666666666667, 0.028333333333333335]
1	3	-0.475849519328	@[0.3375, 0.5125, 0.5125, 0.00125, 0.0020833333333333333, 0.018750000000000003, 0.00175, 0.0016666666666666666, 0.02125]
1	7	0.524545386406	@[0.6541666666666667, 0.1375, 0.175, 0.0016666666666666666, 0.0008333333333333333, 0.03541666666666667, 0.0015833333333333333, 0.0011250000000000001, 0.027916666666666666]
